Garlic butter baked salmon;main dish;"Tender garlic butter baked salmon with crispy roast potatoes, asparagus and a delicious garlic butter sauce! all baked on a sheet pan for an easy dinner.";"https://data.thefeedfeed.com/static/2019/05/22/15585558975ce5acf9719f5.jpg";"STEP 1: Season salmon with salt and pepper. STEP 2: Sear the curved presentation side of the salmon (ie. put it in upside down) and cook for 3 minutes until it is nicely golden. STEP 3: Butter and garlic – Turn the salmon, cook another minute, then add the butter. As soon as the butter melts, add the garlic. STEP 4: Baste, baste, baste – Immediately after you’ve added the garlic and even before it has had a chance to go golden, start basting. To do this, tilt the pan slightly so the butter pools on one side. Then scoop up the butter using a large spoon and spoon it over the salmon. The garlic will cook as you baste so by the time the salmon is done, the garlic is perfectly golden. STEP 5: Baste 1 1/2 minutes – Baste for 1 1/2 minutes in total, which should be a total cooking time of around 3 minutes for the second side (1 minute cooking after turning + 30 seconds butter melting time + 1 1/2 minutes basting). Target an internal temperature of 50°C/122°F for medium-rare (optimum juiciness), with the thermometer inserted into the middle of the thickest part of the salmon. See below for more information on the internal temperature of cooked salmon. STEP 6: Rest 3 minutes, then serve with the garlic butter in the pan!";faa95c98-d06b-11ec-9d64-0242ac120002;/recipeImages/garlic-butter-baked-salmon.png
Thai basil beef;main dish;"Thai basil beef is simple and delicious! It’s made with a homemade Thai sauce that has a bold and brilliant flavor and can be thrown together in less than 30 minutes. It is SO GOOD!";"https://www.closetcooking.com/wp-content/uploads/2016/09/ThaiBasilBeef8006722.jpg";"STEP 1: Marinate beef: In a medium bowl add the sliced beef, water, cornstarch, and soy sauce. Toss to coat. Marinate the beef for 30 minutes. This will help make it SUPER tender! STEP 2: Sear beef: Secondly, heat the oil in a large skillet over high heat. Remove the beef from the marinade and sear the beef until just browned, 2-3 minutes. When it’s ready, remove it from the pan and set aside. STEP 3: Saute veggies: Add the red pepper and green onion to the pan and cook for 2-3 minutes or until tender, and then add in garlic and cook for an additional minute. STEP 4: Simmer: Return the beef back to the pan along with the sauce. Cook until thickened, 2-3 minutes. STEP 5: Fold in the Thai basil: And cook until it’s just wilted. Serve immediately with green onions and sesame seeds if desired.";faa95dd8-d06b-11ec-9d64-0242ac120002;/recipeImages/Thai-Basil-Beef.png
Lemony lentil soup;starter;"This Lemony Lentil Soup recipe is full of bright and zesty flavors, it’s naturally gluten-free and vegan, and it’s easy to make in the Instant Pot, Crock-Pot or on the stovetop.";"https://www.gimmesomeoven.com/wp-content/uploads/2020/05/Lemony-Lentil-Soup-Recipe-4.jpg";"STEP 1: Sauté the veggies. I recommend taking an extra few minutes to sauté the onion, carrots and garlic before adding them to the rest of the soup to bring out their best flavors. (This step may require an extra sauté pan, if using a Crock-Pot, or using the sauté feature in the Instant Pot.)  But if you are in a hurry, you can just add these ingredients in with Step 2 below. STEP 2: Simmer. Stir in the vegetable stock, lentils, corn, cumin, curry powder, cayenne and saffron (if using) until combined. Cover and cook (or pressure cook or slow cook) until the lentils are tender. STEP 3: Blend (optional). Using either a hand blender or traditional blender, puree the soup until it reaches your desired consistency. STEP 4: Season. Stir in the lemon zest and juice. Then season the soup with a few generous pinches of salt and pepper as needed. STEP 5: Serve. Serve warm, garnished with an extra lemon slice, and enjoy!";faa95f68-d06b-11ec-9d64-0242ac120002;/recipeImages/Lemony-Lentil-Soup.png
Vegetarian lasgana;main dish;"Make our easy vegetarian lasagne using just a handful of ingredients. You can use ready-made tomato sauce and white sauce, or batch cook he sauces and freeze them.";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1273584_8-0cfaa81.jpg?quality=90&webp=true&resize=300,272";"STEP 1:To make the tomato sauce, heat the olive oil in a saucepan. Add the onions, garlic and carrot. Cook for 5-7 mins over a medium heat until softened. Turn up the heat a little and stir in the tomato purée. Cook for 1 min, pour in the white wine, then cook for 5 mins until this has reduced by two-thirds. Pour over the chopped tomatoes and add the basil leaves. Bring to the boil then simmer for 20 mins. Leave to cool then whizz in a food processor. Will keep, cooled, in the fridge for up to three days or frozen for three months.STEP 2:To make the white sauce, melt the butter in a saucepan, stir in the plain flour, then cook for 2 mins. Slowly whisk in the milk, then bring to the boil, stirring. Turn down the heat, then cook until the sauce starts to thicken and coats the back of a wooden spoon. Will keep, cooled, in the fridge for up to three days or frozen for three months.STEP 3:Heat the oven to 200C/180C fan/gas 6. Lightly oil two large baking trays and add the peppers and aubergines. Toss with the olive oil, season well, then roast for 25 mins until lightly browned.STEP 4:Reduce the oven to 180C/160C fan/gas 4. Lightly oil a 30 x 20cm ovenproof dish. Arrange a layer of the vegetables on the bottom, then pour over a third of the tomato sauce. Top with a layer of lasagne sheets, then drizzle over a quarter of the white sauce. Repeat until you have three layers of pasta.STEP 5:Spoon the remaining white sauce over the pasta, making sure the whole surface is covered, then scatter over the mozzarella and cherry tomatoes. Bake for 45 mins until bubbling and golden.";faa960c6-d06b-11ec-9d64-0242ac120002;/recipeImages/vegetarian-lasagna.png
Carrot cake;dessert;"Top this classic carrot cake with moreish icing and chopped walnuts or pecans. Serve as a sweet treat with a cup of tea any time of the day.";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/carrot-cake-f1b3d0c.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Heat the oven to 180C/160C fan/gas 4. Oil and line the base and sides of two 20cm cake tins with baking parchment. Whisk the oil, yogurt, eggs, vanilla and zest in a jug. Mix the flour, sugar, cinnamon and nutmeg with a good pinch of salt in a bowl. Squeeze any lumps of sugar through your fingers, shaking the bowl a few times to bring the lumps to the surface.STEP 2:Add the wet ingredients to the dry, along with the carrots, raisins and half the nuts, if using. Mix well to combine, then divide between the tins.STEP 3:Bake for 25-30 mins or until a skewer inserted into the centre of the cake comes out clean. If any wet mixture clings to the skewer, return to the oven for 5 mins, then check again. Leave to cool in the tins.STEP 4:To make the icing, beat the butter and sugar together until smooth. Add half the soft cheese and beat again, then add the rest (adding it bit by bit prevents the icing from splitting). Remove the cakes from the tins and sandwich together with half the icing. Top with the remaining icing and scatter with the remaining walnuts. Will keep in the fridge for up to five days. Best eaten at room temperature.";faa9626a-d06b-11ec-9d64-0242ac120002;/recipeImages/carrot-cake.png
Beef hotpot;main dish;"Stretch a pack of mince to make this hearty dish. It's perfect eaten straight from the bowl with a spoon and some crusty bread on a cold winter's night";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52267_11-6aba81b.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Cut each onion into eight wedges. Roughly chop the carrots and cut the potatoes into large chunks. Put the kettle on.STEP 2:Heat a large non-stick pan, add the mince and fry quickly, stirring all the time, until evenly browned. Crumble in the stock cubes and mix well. Add the prepared vegetables, stir them around, then pour in 900ml/1½ pints of hot water from the kettle. Bring to the boil.STEP 3:Reduce the heat, cover and simmer for 25-30 minutes, until the veg are tender. Stir in the baked beans and a generous splash of Worcestershire sauce and heat through. Taste and add salt and pepper if necessary.STEP 4:Scatter over the parsley, then ladle the hotpot into bowls. Put the Worcestershire sauce bottle on the table in case anyone fancies a bit more spice.";faa963aa-d06b-11ec-9d64-0242ac120002;/recipeImages/beef-hot-pot.png
Sweet potato nachos;main dish;"Everyone will love these easy veggie nachos. They're full of calcium and fibre and contain 3 of your 5-a-day, so make a great better-for-you film night snack";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-nachos-11b6397.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Pierce the potatoes a few times and microwave for 10 mins or bake at 180C/160C fan/gas 4 for 40 mins.bSTEP 2:Heat (or increase) oven to 200C/180C fan/gas 6. Halve each potato and scoop out roughly half the flesh to save for another meal (you can mash and freeze it). Cut the potato skins in half lengthways, then season and rub with the oil. Line a roasting tin with baking parchment, arrange the potato skins in a single layer and bake for 15 mins until starting to crisp.STEP 3:Scatter over the beans, salsa and cheese and return to the oven for 10-15 mins until the cheese is bubbling. Chop the avocado and toss in the lime juice. Top the potato skins with the avocado mix, coriander and red onion.";faa964b8-d06b-11ec-9d64-0242ac120002;/recipeImages/sweet-potato-nachos.png
Chicken korma;main dish;"A mild and healthy chicken korma curry that's still satisfying and full of flavour";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513652_11-a63186d.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Put 1 chopped onion, 2 roughly chopped garlic cloves and a roughly chopped thumb-sized piece of ginger in a food processor and whizz to a paste.STEP 2:Tip the paste into a large high-sided frying pan with 3 tbsp water and cook for 5 mins. Add 4 tbsp korma paste and cook for a further 2 mins until aromatic.STEP 3:Stir 4 skinless, boneless chicken breasts, cut into bite-sized pieces, into the sauce. Add 50g ground almonds, 4 tbsp sultanas, 400ml chicken stock and ¼ tsp golden caster sugar.STEP 4:Give everything a good mix, then cover and simmer for 10 mins or until the chicken is cooked through.STEP 5:Remove the pan from the heat, stir in a 150g pot Greek yogurt and some seasoning, then scatter over a small bunch of chopped coriander and more ground almonds, if using. Serve with brown or white basmati rice.";faa965c6-d06b-11ec-9d64-0242ac120002;/recipeImages/chicken-korma.png
Banana pancakes;dessert;"Turn overripe, blackened bananas into sweet and fluffy American-style pancakes. Serve with syrup and crunchy, toasted pecan nuts as a delicious brunch treat";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/banana_pancakes-8f350ac.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Sieve the flour, baking powder and a generous pinch of salt into a large bowl. In a separate mixing bowl, mash the very ripe bananas with a fork until smooth, then whisk in the eggs, vanilla extract and milk. Make a well in the centre of the dry ingredients, tip in the wet ingredients and swiftly whisk together to create a smooth, silky batter.STEP 2:Heat a little knob of butter in a large non-stick pan over a medium heat. Add 2-3 tbsp of the batter to the pan and cook for several minutes, or until small bubbles start appearing on the surface. Flip the pancake over and cook for 1-2 mins on the other side. Repeat with the remaining batter, keeping the pancakes warm in a low oven.STEP 3:Stack the pancakes on plates and top with the banana slices, a glug of sticky maple syrup and a handful of pecan nuts, if you like.";faa96936-d06b-11ec-9d64-0242ac120002;/recipeImages/banana-pancakes.png;
Greek roast lamb;main dish;"If spring is in the air you don't want to be slaving over a hot oven, so make the most of seasonal lamb the easy way with this lazy roast";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1035742_11-85cb8b2.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Heat oven to 240C/fan 220C/gas 9. Pound the garlic, half the oregano, lemon zest and a pinch of salt in a pestle and mortar, then add the lemon juice and a drizzle of olive oil. Stab the lamb all over with a sharp knife, then push as much of the herb paste as you can into the holes.STEP 2:Tip the potatoes into a large roasting tin, then toss in the remaining olive oil and any remaining herb paste. Nestle the lamb amongst the potatoes, roast for 20 mins, then reduce the temperature to 180C/fan 160C/gas 4. Roast for 1 hr 15 mins for medium-rare, adding another 15 mins if you prefer your lamb medium. Baste the lamb once or twice with the juices and toss the potatoes. When the lamb is done to your liking, remove from the tin and let it rest. Throw the rest of the oregano in with the potatoes, scoop from the tin and keep warm.STEP 3:Place the roasting tin over a medium flame, add the canned tomatoes and olives to the pan juices, then simmer for a few mins. Serve the lamb with the potatoes and sauce and a simple salad.";faa96a4e-d06b-11ec-9d64-0242ac120002;/recipeImages/greek-roast-lamb.png
Sweet potato & peanut curry;main dish;"Cook this tasty vegan curry for an easy family dinner. With spinach and sweet potato, it boasts two of your five-a-day and it’s under 400 calories";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-sweet-potato-curry-17cc62d.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Melt 1 tbsp coconut oil in a saucepan over a medium heat and soften 1 chopped onion for 5 mins. Add 2 grated garlic cloves and a grated thumb-sized piece of ginger, and cook for 1 min until fragrant.STEP 2:Stir in 3 tbsp Thai red curry paste, 1 tbsp smooth peanut butter and 500g sweet potato, peeled and cut into chunks, then add 400ml coconut milk and 200ml water.STEP 3:Bring to the boil, turn down the heat and simmer, uncovered, for 25-30 mins or until the sweet potato is soft.STEP 4:Stir through 200g spinach and the juice of 1 lime, and season well. Serve with cooked rice, and if you want some crunch, sprinkle over a few dry roasted peanuts.";faa96b66-d06b-11ec-9d64-0242ac120002;/recipeImages/sweet-potato-&-peanut-curry.png
New York cheesecake;dessert;"authentic creamy dessert will add a taste of New York to any dining table. Our American-style baked cheesecake recipe makes an easy family dessert";"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1001487_11-f54704c.jpg?quality=90&webp=true&resize=300,272";"STEP 1:Position an oven shelf in the middle of the oven. Heat the oven to 180C/ 160C fan/ gas 4.STEP 2:Line the base of a 23cm springform cake tin by putting a square piece of parchment paper or foil on top of the tin base and then clipping the side on so the paper or foil is trapped and any excess sticks out of the bottom.STEP 3:For the crust, melt 85g butter in a medium pan. Stir in 140g digestive biscuit crumbs and 1 tbsp golden caster or granulated sugar so the mixture is evenly moistened.STEP 4:Press the mixture into the bottom of the pan and bake for 10 minutes. Cool on a wire rack while preparing the filling.STEP 5:For the filling, increase the oven temperature to fan 220C/ 200C fan/ gas 7. In a table top mixer fitted with the paddle attachment, beat 900g full-fat soft cheese at medium-low speed until creamy, about 2 minutes.STEP 6:With the mixer on low, gradually add 250g golden caster sugar, then 3 tbsp plain flour and a pinch of salt, scraping down the sides of the bowl and the paddle twice.STEP 7:Swap the paddle attachment for the whisk. Continue by adding 1½ tsp vanilla extract, 2 tsp lemon zest and 1½ tsp lemon juice. Whisk in 3 large eggs and 1 yolk, one at a time, scraping the bowl and whisk at least twice.STEP 8:Stir a 284ml carton of soured cream until smooth, then measure 200ml (just over ¾ of the carton). Continue on low speed as you add the measured soured cream (reserve the rest). Whisk to blend, but don't over-beat. The batter should be smooth, light and somewhat airy.STEP 9:Brush the sides of the springform tin with melted butter and put on a baking sheet. Pour in the filling - if there are any lumps, sink them using knife - the top should be as smooth as possible. Bake for 10 minutes.STEP 10:Reduce oven temperature to 110C/ 90C fan/ gas ¼ and bake for 45 minutes more. If you gently shake the tin, the filling should have a slight wobble.STEP 11:Turn off the oven and open the oven door for a cheesecake that's creamy in the centre, or leave it closed if you prefer a drier texture. Let cool in the oven for 2 hours. The cheesecake may get a slight crack on top as it cools.STEP 12:Combine the reserved soured cream with a 142ml carton soured cream, 1 tbsp golden caster sugar and 2 tsp lemon juice for the topping. Spread over the cheesecake right to the edges. Cover loosely with foil and refrigerate for at least 8 hours or overnight.STEP 13:Run a round-bladed knife around the sides of the tin to loosen any stuck edges. Unlock the side, slide the cheesecake off the bottom of the tin onto a plate, then slide the parchment paper out from underneath.";faa96c74-d06b-11ec-9d64-0242ac120002;/recipeImages/new-york-cheesecake.png
